;SiteName: Dalby,,,,,,,,,,,,,,,,,,
14/04/2016,7:00:00,8.5,5.6,1.3,282.6,WNW,7.6,10.6,5.6,283.3,WNW,99.1,46.4,0,13.4,-0.019,13.2,12.81
14/04/2016,8:00:00,13.5,10.2,1.7,277.1,W,9.6,17.8,10.1,276.5,W,93.1,227.5,0,17,0.09,15.9,13.75
14/04/2016,9:00:00,22.6,16.1,3.6,253.7,WSW,13.2,30.8,15.7,252.9,WSW,83.3,447.1,0,20.8,0.231,17.8,13.81
14/04/2016,10:00:00,30.7,24.1,3.2,238.5,WSW,14.4,39,23.4,238.1,WSW,72.3,666.7,0,23.8,0.387,18.5,13.81
14/04/2016,11:00:00,29.9,24,2.5,238.4,WSW,15.9,37.9,23.1,238.6,WSW,67.1,671.3,0,25,0.432,18.5,13.81
14/04/2016,12:00:00,28.6,22.9,2.7,233.7,SW,15.9,37.9,22.1,233.8,SW,64.9,582.4,0,25.6,0.42,18.5,13.81
14/04/2016,13:00:00,30.3,23.4,3.3,226.3,SW,14.6,40.2,22.7,226.5,SW,64.8,428.2,0,25.5,0.343,18.4,13.81
14/04/2016,14:00:00,29.4,22.4,3.3,224.7,SW,15,39,21.7,224.4,SW,63.8,417,0,25.7,0.351,18.3,13.81
14/04/2016,15:00:00,24.7,19.1,3,214.2,SW,17,33.1,18.3,215.2,SW,65.9,347.3,0,25.5,0.295,18.7,13.81
14/04/2016,16:00:00,30.2,19.9,3.8,211.8,SSW,11.9,39,19.5,212.1,SSW,76.3,149.4,0,23.2,0.158,18.6,13.46
14/04/2016,17:00:00,24.4,18.6,2.6,213.9,SW,11.4,30.8,18.2,214.4,SW,81.9,128.5,0,22,0.113,18.8,13.53
14/04/2016,18:00:00,21.6,15.6,2.9,204.9,SSW,9.9,28.4,15.4,205,SSW,75.7,22,0,21.8,0.077,17.3,13.04
14/04/2016,19:00:00,16.1,12.3,1.6,204.6,SSW,8.9,22.5,12.2,204.9,SSW,81.1,0.5,0,20.8,0.032,17.4,13.02
14/04/2016,20:00:00,15.1,9.5,2.5,216,SW,8.3,20.1,9.4,216.2,SW,85.8,0.5,0,19.7,0.014,17.3,13
14/04/2016,21:00:00,7.3,4.7,0.6,246,WSW,12.7,9.5,4.6,245.3,WSW,90.8,0.5,0,17.8,-0.005,16.3,13
14/04/2016,22:00:00,5.8,3.8,0.9,240.4,WSW,18.2,7.1,3.6,242.4,WSW,94.4,0.5,0,15.8,-0.009,15,12.98
14/04/2016,23:00:00,6.1,4.7,0.7,252.8,WSW,12,8.3,4.6,252.7,WSW,96.2,0.5,0,15.3,-0.01,14.7,12.96
15/04/2016,0:00:00,7.5,4.8,1.1,274.4,W,12.1,9.5,4.7,275.8,W,95.9,0.5,0,14.8,-0.009,14.2,12.94
15/04/2016,1:00:00,9,6.4,1.4,289.9,WNW,7.5,10.6,6.4,290.5,WNW,95.3,0.5,0,14.6,-0.007,13.9,12.92
15/04/2016,2:00:00,8.7,6.7,1,287.8,WNW,6.8,11.8,6.7,288.1,WNW,93.7,0.5,0,14.7,-0.005,13.7,12.9
15/04/2016,3:00:00,6,4.1,0.8,272.7,W,12.3,7.1,4,273.8,W,95,0.5,0,13.6,-0.01,12.8,12.88
15/04/2016,4:00:00,7.2,4.7,1.2,271.5,W,11.4,8.3,4.6,273.2,W,96.4,0.5,0,12.9,-0.01,12.3,12.84
15/04/2016,5:00:00,7.3,5,1.6,276,W,8.6,9.5,5,275.9,W,97.4,0.5,0,12.2,-0.01,11.8,12.81
15/04/2016,6:00:00,7.5,4.7,1,274.3,W,13.4,8.3,4.6,275.8,W,98.3,0.5,0,11.5,-0.011,11.2,12.79
15/04/2016,7:00:00,7.4,4.3,1.6,263.3,W,15.2,9.5,4.1,265.9,W,99.1,47.2,0,11.6,-0.02,11.4,12.79
15/04/2016,8:00:00,11.8,8.5,1.8,258,WSW,10.6,15.4,8.3,257.6,WSW,93.8,228.7,0,15.5,0.086,14.4,13.81
15/04/2016,9:00:00,18.9,14.2,2.3,238.4,WSW,14.2,22.5,13.8,237.7,WSW,77.7,443.5,0,19.5,0.234,15.4,13.81
15/04/2016,10:00:00,21.3,15.5,2.1,232.1,SW,17.2,26,14.8,232.4,SW,68.9,633.4,0,21.8,0.37,15.8,13.81
15/04/2016,11:00:00,22.1,15.1,2.8,232,SW,23.3,26,13.9,233.1,SW,56.4,761.7,0,24.4,0.503,15.2,13.81
15/04/2016,12:00:00,18.4,12.5,2.8,228.1,SW,25.4,24.9,11.4,228.1,SW,50.2,838.9,0,25.9,0.584,14.8,13.79
15/04/2016,13:00:00,23.1,13,4.6,254.6,WSW,31.2,30.8,11.5,260.9,W,45.9,835.2,0,26.9,0.605,14.2,13.79
15/04/2016,14:00:00,20,12.1,3.1,253.5,WSW,30.3,28.4,10.6,254.6,WSW,42.6,752,0,27.2,0.566,13.4,13.79
15/04/2016,15:00:00,20.9,13.5,3.4,237.4,WSW,25.5,26,12.3,235.9,SW,43.5,599.6,0,27.4,0.485,13.8,13.79
15/04/2016,16:00:00,19.2,12.8,3.1,234.9,SW,22.2,23.7,12,234.4,SW,44.8,369.6,0,26.8,0.343,13.8,13.79
15/04/2016,17:00:00,20.2,12,2.5,224.4,SW,15,23.7,11.6,224.3,SW,49.9,159.4,0,25.9,0.207,14.6,13.34
15/04/2016,18:00:00,15.2,12.2,1.7,216,SW,12.9,21.3,11.9,216.1,SW,56.3,24.4,0,24.1,0.116,14.8,13.04
15/04/2016,19:00:00,23.2,14.1,3.5,222.3,SW,16.3,28.4,13.6,219.7,SW,67.6,0.5,0,21.9,0.073,15.6,13.02
15/04/2016,20:00:00,21.5,14,2.9,207.8,SSW,10.1,28.4,13.8,207.5,SSW,78.6,0.5,0,19.6,0.04,15.8,13.02
15/04/2016,21:00:00,12.1,8.5,1.9,223.9,SW,14.3,15.4,8.3,222.3,SW,81.3,0.5,0,18.4,0.017,15.2,13
15/04/2016,22:00:00,7.3,5.1,0.9,256.8,WSW,9.7,9.5,5,257.1,WSW,86.2,0.5,0,16.5,0,14.2,12.98
15/04/2016,23:00:00,6.4,4.5,0.8,244.5,WSW,17,8.3,4.4,244.7,WSW,88.5,0.5,0,15.3,-0.004,13.4,12.96
16/04/2016,0:00:00,7.7,6.3,0.9,221.4,SW,11.9,10.6,6.1,220.8,SW,90.3,0.5,0,16,-0.002,14.4,12.94
16/04/2016,1:00:00,7.2,4.3,1,258.4,WSW,15,9.5,4.2,256.3,WSW,92.4,0.5,0,15.1,-0.007,13.9,12.92
16/04/2016,2:00:00,5.3,3.2,1.3,256.6,WSW,40,5.9,2.6,271.2,W,95.4,0.5,0,13.6,-0.011,12.9,12.9
16/04/2016,3:00:00,6.4,4,0.8,264.1,W,20.8,7.1,3.7,266.7,W,96.3,0.5,0,12.8,-0.011,12.2,12.86
16/04/2016,4:00:00,3.4,2.2,1,261.3,W,23.2,4.7,2.1,261,W,98.2,0.5,0,12.2,-0.013,12,12.84
16/04/2016,5:00:00,4.3,2.7,0.8,299.3,WNW,23.1,4.7,2.5,324.4,NW,98.9,0.5,0,12.2,-0.013,12,12.81
16/04/2016,6:00:00,4.8,2.4,1.1,278.4,W,10.6,5.9,2.4,278.6,W,98.7,0.5,0,11.2,-0.013,11,12.77
16/04/2016,7:00:00,4,2.4,1.1,256.6,WSW,32,4.7,2.2,264,W,99.7,34.3,0,10.7,-0.029,10.6,12.79
16/04/2016,8:00:00,12.4,7,2.1,264.7,W,12.6,15.4,6.8,262.6,W,98.3,233.4,0,14.9,0.082,14.5,13.47
16/04/2016,9:00:00,12.1,9.2,1.2,256.2,WSW,16,15.4,8.8,256.6,WSW,84.8,424.1,0,18.6,0.214,16,13.81
16/04/2016,10:00:00,14.6,10.2,2.2,243.5,WSW,27.2,18.9,9.1,243.5,WSW,67.6,664.4,0,22.1,0.402,15.8,13.81
16/04/2016,11:00:00,14,9.5,2.4,258.8,W,22.7,21.3,8.9,259.8,W,53.3,674.7,0,24.5,0.467,14.4,13.81
16/04/2016,12:00:00,12.4,6.7,2.8,248.1,WSW,48.5,18.9,5.1,253.9,WSW,44.5,679.3,0,26,0.491,13,13.79
16/04/2016,13:00:00,14.1,7.3,2.9,182.2,S,53.3,17.8,5.3,175.9,S,45.7,814.5,0,27.3,0.592,14.6,13.79
16/04/2016,14:00:00,14.1,7.5,3.1,187.6,S,94.9,17.8,1.7,261.9,W,45.4,733.8,0,28,0.544,15.1,13.79
16/04/2016,15:00:00,13.4,7.1,2.6,198.8,SSW,86.1,16.6,2.6,228.3,SW,44.2,625.5,0,28.2,0.476,14.9,13.71
16/04/2016,16:00:00,16.4,8.1,3.2,226.4,SW,45.5,20.1,6.2,226.6,SW,44.5,331.6,0,27.7,0.298,14.5,13.69
16/04/2016,17:00:00,10.4,6.8,1.8,190.2,S,14.4,13,6.6,189.5,S,47.1,86.5,0,26.6,0.143,14.4,13.2
16/04/2016,18:00:00,11.5,6.4,2.5,182.6,S,17.4,15.4,6.2,178.4,S,52.3,14,0,25.3,0.084,14.7,13.04
16/04/2016,19:00:00,11.7,7,2.3,204.5,SSW,30.3,15.4,6.1,196.3,SSW,60.9,0.5,0,23.6,0.046,15.6,13.02
16/04/2016,20:00:00,8.2,6.2,1.1,236.2,SW,25.7,11.8,5.6,237.4,WSW,65.6,0.5,0,22.2,0.031,15.5,13
16/04/2016,21:00:00,14.6,8.3,2.9,231,SW,18.2,17.8,8,226.8,SW,71,0.5,0,20.9,0.034,15.4,12.98
16/04/2016,22:00:00,16,11.4,1.8,206.9,SSW,15.7,20.1,11,206.2,SSW,77.5,0.5,0,20.8,0.037,16.7,12.96
16/04/2016,23:00:00,15.7,10.4,2.4,193.8,SSW,9.6,20.1,10.2,193.8,SSW,81.6,0.5,0,20.4,0.024,17.2,12.96
17/04/2016,0:00:00,9.6,6.2,1.1,189.7,S,10.9,13,6.1,189.4,S,83.6,0.5,0,19.9,0.008,17,12.94
17/04/2016,1:00:00,9.2,4.6,1.8,195.7,SSW,13.1,11.8,4.5,195.5,SSW,85.8,0.5,0,19.1,0,16.6,12.92
17/04/2016,2:00:00,8.6,5.6,1,210.9,SSW,15.6,10.6,5.4,211.9,SSW,87.8,0.5,0,18.5,0,16.5,12.9
17/04/2016,3:00:00,7.5,4.6,1.2,215.6,SW,14.2,9.5,4.5,216.8,SW,89.9,0.5,0,17.9,-0.004,16.2,12.88
17/04/2016,4:00:00,4.2,2.2,0.8,204.9,SSW,92.1,5.9,0.6,218.1,SW,93.7,0.5,0,16.4,-0.012,15.4,12.86
17/04/2016,5:00:00,8.5,4.7,2.1,246.6,WSW,55.3,10.6,3.8,296.2,WNW,95.3,0.5,0,15.2,-0.009,14.5,12.82
17/04/2016,6:00:00,3.3,1.4,0.8,105.9,ESE,45.9,5.9,1,7.1,N,97,0.5,0,13.6,-0.014,13.2,12.81
17/04/2016,7:00:00,8.2,3.2,2,226.3,SW,42.7,10.6,2.9,246.7,WSW,98.6,15.6,0,14.4,-0.037,14.1,12.79
17/04/2016,8:00:00,7.2,4.3,1.6,271.6,W,31.2,9.5,3.8,271.8,W,95.5,198.5,0,17.1,0.084,16.3,12.86
17/04/2016,9:00:00,11.1,7.8,1.7,213.8,SW,29.8,14.2,6.8,214.1,SW,85,434.9,0,20.9,0.238,18.2,13.81
17/04/2016,10:00:00,10.6,4.2,1.8,170.4,S,58.1,13,3,159.3,SSE,74.6,514.4,0,23,0.333,18.2,13.79
17/04/2016,11:00:00,10.1,6.6,1.7,119.3,ESE,47.9,14.2,4.8,119.8,ESE,65.9,504.1,0,24.7,0.354,17.9,13.79
17/04/2016,12:00:00,9.4,4.8,2.2,145.6,SE,92.6,11.8,1.1,106.6,ESE,57.5,642.8,0,26.5,0.461,17.4,13.79
17/04/2016,13:00:00,13.7,6.4,2.6,211.5,SSW,74.4,22.5,3.1,302.5,WNW,52.9,591.3,0,27,0.448,16.6,13.79
17/04/2016,14:00:00,13.8,7,2.8,239.5,WSW,64.1,18.9,4.5,261.4,W,47.3,674.3,0,27.3,0.495,15.1,13.79
17/04/2016,15:00:00,13.3,7.4,3.4,229.6,SW,76.9,17.8,4.2,302.1,WNW,45.9,395,0,27.7,0.343,15,13.73
17/04/2016,16:00:00,15.3,11.6,1.9,319.6,NW,17.4,21.3,11.1,333.9,NNW,47.5,101.7,0,26.4,0.203,14.4,13.2
17/04/2016,17:00:00,11.3,8.4,1.6,270,W,22.4,14.2,7.7,268.5,W,51.2,52.1,0,25.6,0.134,14.8,13.08
17/04/2016,18:00:00,8,4.3,1.5,268.2,W,13.1,9.5,4.2,270.2,W,54,12,0,24.3,0.061,14.4,13.02
17/04/2016,19:00:00,6.4,3.3,1.7,271.8,W,31.9,8.3,2.9,282,WNW,59.7,0.5,0,22,0.013,13.8,13
17/04/2016,20:00:00,6.6,4.7,0.6,249.5,WSW,14.4,8.3,4.5,249.5,WSW,63.5,0.5,0,20.9,0.021,13.7,12.98
17/04/2016,21:00:00,5.9,4,0.8,242.2,WSW,20.2,7.1,3.8,243.8,WSW,68.8,0.5,0,18.9,0.011,13.1,12.98
17/04/2016,22:00:00,4.7,3.5,0.7,221.5,SW,40,5.9,2.7,221.5,SW,76,0.5,0,17.5,0.002,13.2,12.94
17/04/2016,23:00:00,6.7,4.7,1.1,195.5,SSW,21.4,8.3,4.4,199.2,SSW,82.4,0.5,0,17.8,0.002,14.7,12.94
18/04/2016,0:00:00,6,4.4,0.8,242.8,WSW,9.1,7.1,4.4,242.6,WSW,87,0.5,0,17.2,-0.002,15,12.92
18/04/2016,1:00:00,5,3.8,0.7,247,WSW,16.7,5.9,3.7,246.8,WSW,90.6,0.5,0,16,-0.007,14.5,12.9
18/04/2016,2:00:00,6.6,4.4,0.9,273.1,W,11.6,8.3,4.3,272.2,W,93.3,0.5,0,15.1,-0.008,14,12.88
18/04/2016,3:00:00,6.5,4.8,0.9,250.2,WSW,10.7,8.3,4.8,251.3,WSW,94.7,0.5,0,15.1,-0.008,14.3,12.86
18/04/2016,4:00:00,5.6,4,0.8,249.7,WSW,12.6,7.1,3.9,249.2,WSW,96.2,0.5,0,14,-0.011,13.4,12.82
18/04/2016,5:00:00,5.9,3.9,1.3,259.7,W,10.3,7.1,3.8,260.5,W,97.7,0.5,0,13.8,-0.012,13.4,12.79
18/04/2016,6:00:00,6.1,3.8,0.9,268.8,W,9.9,7.1,3.7,268.5,W,98.6,0.5,0,13.5,-0.012,13.3,12.79
18/04/2016,7:00:00,7.5,4.7,1.2,275.8,W,7.3,9.5,4.7,276.1,W,99.1,40.4,0,13.6,-0.001,13.5,12.77
18/04/2016,8:00:00,10.9,8.9,1.3,265.6,W,10.6,14.2,8.8,265.3,W,95.4,211.6,0,17.1,0.082,16.3,13.73
18/04/2016,9:00:00,13.7,11,1.4,239.8,WSW,15.9,18.9,10.6,240,WSW,82.1,420.2,0,20.9,0.23,17.7,13.81
18/04/2016,10:00:00,13.1,8.7,2.2,228.6,SW,28.1,16.6,7.8,228.6,SW,72.7,598.4,0,22.9,0.368,17.8,13.79
18/04/2016,11:00:00,11.8,5.8,2.7,231.6,SW,59.5,15.4,4.2,256,WSW,62.7,736.5,0,25.1,0.492,17.4,13.79
18/04/2016,12:00:00,12.8,7.4,2.6,263.1,W,50.7,17.8,5.3,294.1,WNW,57.2,802.3,0,26.5,0.56,17.3,13.79
18/04/2016,13:00:00,14.7,8,2.8,271.1,W,44.3,17.8,6.2,291.4,WNW,52.8,618.4,0,26.8,0.465,16.4,13.79
18/04/2016,14:00:00,15.7,8.6,3.7,259,W,55,18.9,6.7,315.4,NW,47.5,448.1,0,27.3,0.374,15.2,13.75
18/04/2016,15:00:00,16.4,11,3.2,272.7,W,33.6,22.5,9.9,337.7,NNW,46.7,301.8,0,27.3,0.313,14.9,13.79
18/04/2016,16:00:00,14.5,7.5,2.4,304.5,NW,21.6,17.8,7.1,326.7,NNW,46,139.9,0,26.7,0.19,14.1,13.36
18/04/2016,17:00:00,8.6,4.7,1.8,275.1,W,33.9,11.8,4.1,294,WNW,45,149.5,0,26.7,0.146,13.7,13.34
18/04/2016,18:00:00,11.6,3.2,2,267.2,W,19.6,15.4,3,268.8,W,48.9,22.2,0,24.4,0.042,13,13.04
18/04/2016,19:00:00,4,1.6,1,258.8,W,50.4,4.7,1.1,274.2,W,56.8,0.5,0,20.7,-0.004,11.8,13.02
18/04/2016,20:00:00,8.5,1.9,2.2,265,W,48.1,11.8,1.7,284.9,WNW,61.4,0.5,0,18.4,-0.001,10.8,13
18/04/2016,21:00:00,10.5,3.3,3.3,234.7,SW,67.7,13,2.4,314.5,NW,65,0.5,0,18,0.007,11.3,12.98
18/04/2016,22:00:00,6.1,4,0.9,241.4,WSW,31.9,8.3,3.4,241.3,WSW,69.5,0.5,0,19.3,0.01,13.6,12.98
18/04/2016,23:00:00,7.6,4.8,1.1,196.4,SSW,14,11.8,4.7,196.5,SSW,81.4,0.5,0,18.9,0.005,15.6,12.96
19/04/2016,0:00:00,6.7,4.3,1.3,214.9,SW,14.6,8.3,4.1,214.4,SW,88.1,0.5,0,18,-0.003,16,12.94
19/04/2016,1:00:00,8.2,5.7,1.2,254.1,WSW,10.3,10.6,5.6,254.2,WSW,91.7,0.5,0,17,-0.004,15.7,12.92
19/04/2016,2:00:00,5.2,3.3,1,267.1,W,12.9,5.9,3.2,268,W,94.2,0.5,0,15.8,-0.01,14.9,12.9
19/04/2016,3:00:00,4.8,3.4,0.7,271.7,W,14.8,5.9,3.3,272.9,W,97,0.5,0,15.1,-0.012,14.7,12.9
19/04/2016,4:00:00,9.6,3.6,2,270.8,W,18.8,11.8,3.5,275.3,W,97.7,0.5,0,14.5,-0.012,14.2,12.86
19/04/2016,5:00:00,3.7,1.5,1.2,266.1,W,52.1,4.7,1.3,289.5,WNW,98.3,0.5,0,13.7,-0.014,13.4,12.82
19/04/2016,6:00:00,3.7,2.6,0.7,304.5,NW,23.6,4.7,2.4,306.8,NW,99.4,0.5,0,13.4,-0.013,13.4,12.81
19/04/2016,7:00:00,3.5,1.3,1.2,169.8,S,55.2,4.7,1,3.7,N,100,39.2,0,12.8,-0.002,12.7,12.79
19/04/2016,8:00:00,5.7,3.3,1,263.1,W,34.5,7.1,2.8,291.2,WNW,98.5,180.9,0,16,0.076,15.7,13.59
19/04/2016,9:00:00,7.5,4.6,1.5,243.4,WSW,44.4,9.5,3.7,254.9,WSW,89.3,407.7,0,19.9,0.223,18,13.65
19/04/2016,10:00:00,8.6,4.9,1.7,146.1,SE,76.5,11.8,2.3,21.7,NNE,79.6,473.7,0,22.1,0.292,18.4,13.81
19/04/2016,11:00:00,10.5,5,2,130.5,SE,77.5,13,2.8,68.1,ENE,70,572.2,0,24.4,0.39,18.6,13.79
19/04/2016,12:00:00,9,4.6,2.1,145.6,SE,74,11.8,2.4,125.7,SE,66.1,584.6,0,25.2,0.412,18.4,13.79
19/04/2016,13:00:00,10.5,5.5,2.1,200.5,SSW,94.5,13,0.1,239.2,WSW,62.5,591.3,0,25.5,0.415,17.8,13.79
19/04/2016,14:00:00,10.5,5.3,2.1,178.1,S,83.2,14.2,2.2,25.4,NNE,56.2,419.2,0,26.8,0.332,17.4,13.79
19/04/2016,15:00:00,8.7,5.2,2.2,199.1,SSW,70.9,11.8,2.7,354.4,N,50.8,434.7,0,27.7,0.345,16.6,13.79
19/04/2016,16:00:00,7.7,4.2,1.8,184.1,S,58.1,11.8,3,351.1,N,52,139,0,26.7,0.15,16,13.63
19/04/2016,17:00:00,6.5,3,1.7,213.6,SSW,71,8.3,1.6,313.1,NW,53,138.8,0,26.5,0.118,16.1,13.55
19/04/2016,18:00:00,5.9,2.6,1,300.9,WNW,24.2,7.1,2.4,317.3,NW,56.1,13.4,0,25,0.037,15.6,13.04
19/04/2016,19:00:00,3.6,2,1.2,300.5,WNW,48.2,4.7,2,324.7,NW,62.7,0.5,0,21.3,0.001,13.9,13.02
19/04/2016,20:00:00,8.5,2.7,1.4,242.6,WSW,37.8,10.6,2.3,246.7,WSW,69.6,0.5,0,18.5,0.001,12.8,13.02
19/04/2016,21:00:00,5.7,3.6,0.9,232.3,SW,42.8,5.9,2.7,234.9,SW,73.9,0.5,0,17.6,0.004,12.9,12.98
19/04/2016,22:00:00,7.3,4,1.1,238.9,WSW,34,9.5,3.4,246,WSW,79.1,0.5,0,17.2,0.002,13.6,12.96
19/04/2016,23:00:00,6.4,3.8,1,253.5,WSW,9.4,8.3,3.8,252,WSW,84,0.5,0,16,-0.003,13.3,12.94
20/04/2016,0:00:00,9.5,6.7,1.3,215.5,SW,9.5,13,6.6,215.3,SW,85.3,0.5,0,17.9,0.006,15.3,12.94
20/04/2016,1:00:00,5,3,1.4,262.6,W,14.7,5.9,2.9,262.3,W,90.6,0.5,0,16.8,-0.008,15.2,12.92
20/04/2016,2:00:00,4.8,2.1,1.4,260,W,45,5.9,1.9,302.9,WNW,94.5,0.5,0,15.7,-0.012,14.9,12.9
20/04/2016,3:00:00,5.1,3.8,0.7,285.3,WNW,18.8,5.9,3.7,287.4,WNW,96.3,0.5,0,14.9,-0.011,14.3,12.88
20/04/2016,4:00:00,4.6,3.3,1,294.1,WNW,20.3,5.9,3.1,298.8,WNW,97.1,0.5,0,14.5,-0.012,14,12.84
20/04/2016,5:00:00,6.3,4.3,1,276.2,W,16.7,8.3,4.1,277.5,W,98.4,0.5,0,14.2,-0.012,13.9,12.82
20/04/2016,6:00:00,7.5,5.4,0.9,273.9,W,9.8,9.5,5.4,274,W,99.5,0.5,0,13.8,-0.012,13.7,12.79
20/04/2016,7:00:00,7.9,5.4,1.2,249.2,WSW,16.6,9.5,5.3,251.6,WSW,100,40.6,0,13.6,-0.001,13.6,12.79
20/04/2016,8:00:00,11.1,7.4,1.4,243,WSW,23.3,14.2,6.8,244.1,WSW,97.8,214.6,0,17.2,0.081,16.8,13.75
20/04/2016,9:00:00,11.2,8.6,1.3,196.5,SSW,15.1,14.2,8.3,196.3,SSW,81.7,423.2,0,21.7,0.239,18.4,13.81
20/04/2016,10:00:00,12.1,7.4,2.5,213.2,SSW,41.6,16.6,6.1,210,SSW,70.3,607.2,0,23.9,0.386,18.1,13.79
20/04/2016,11:00:00,12.1,5.3,2.5,219.9,SW,69.7,15.4,2.8,253.6,WSW,61,737.6,0,26.2,0.506,18.1,13.79
20/04/2016,12:00:00,16,8.1,4,239.4,WSW,66.9,21.3,5.5,278.1,W,53,800.2,0,27.3,0.57,16.9,13.79
20/04/2016,13:00:00,18.9,9.5,3.7,254.6,WSW,42.8,23.7,8,268.3,W,48,816,0,27.9,0.596,15.9,13.79
20/04/2016,14:00:00,16.5,10.4,3,263.4,W,51.5,21.3,7.6,286.5,WNW,43.9,685,0,28.4,0.534,14.9,13.79
20/04/2016,15:00:00,17.3,7.4,3.9,258,WSW,48.6,22.5,5.8,286.8,WNW,44.3,394.6,0,28.3,0.35,15,13.65
20/04/2016,16:00:00,14,6.8,3.5,177.7,S,91,20.1,2.4,269.7,W,43.7,333.4,0,28.6,0.291,15,13.63
20/04/2016,17:00:00,9.3,5.4,1.8,275.7,W,29.7,11.8,4.7,274.2,W,43.9,80.1,0,27.4,0.13,14,13.26
20/04/2016,18:00:00,13.6,6.2,2.8,256.9,WSW,9.1,16.6,6.1,257,WSW,46.7,19.4,0,25.6,0.078,13.3,13.04
20/04/2016,19:00:00,6.6,2.8,1.1,281.5,WNW,22.9,8.3,2.5,278.1,W,53.4,0.5,0,21.4,0.011,11.5,13.02
20/04/2016,20:00:00,4.8,3.7,0.7,248.4,WSW,13.1,5.9,3.6,249.4,WSW,61.1,0.5,0,18.8,0.014,11.1,13
20/04/2016,21:00:00,12.5,9.4,1.7,218.8,SW,10.3,16.6,9.2,217.9,SW,66.5,0.5,0,20.4,0.047,13.9,12.98
20/04/2016,22:00:00,12.5,9.5,1.5,212,SSW,9.2,17.8,9.4,211.9,SSW,78.9,0.5,0,20.2,0.026,16.4,12.96
20/04/2016,23:00:00,11.9,7.7,1.7,221.4,SW,13.1,15.4,7.5,219.9,SW,86.2,0.5,0,19.5,0.008,17.2,12.96
